,age,nationality,club,overall,potential,value_eur,preferred_foot,international_reputation,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,main_position,bmi
16553,21,17,467,57,67,170000,1,1,4,2,72.0,41.0,53.0,58.0,46.0,62.0,45,41,48,59,27,59,37,38,59,56,74,70,54,60,72,48,46,67,62,32,60,48,61,55,35,58,50,45,32,53,53,53,56,56,56,56,56,56,56,56,58,56,56,56,58,53,53,53,53,53,51,50,50,50,51,5,23.243801652892564
16555,21,15,646,57,67,170000,1,1,3,2,69.0,57.0,45.0,59.0,21.0,52.0,42,61,48,49,52,58,56,28,39,56,74,65,72,49,73,61,73,61,52,52,33,16,48,46,48,47,25,14,17,55,55,55,55,55,55,55,55,53,53,53,53,46,46,46,53,40,36,36,36,40,37,32,32,32,37,1,22.093170054286073
16557,20,56,342,57,67,150000,0,1,2,2,63.0,28.0,47.0,50.0,53.0,52.0,61,28,32,54,27,48,29,28,45,45,67,60,64,54,75,28,60,64,44,26,54,52,40,29,28,41,49,62,58,40,40,40,47,43,43,43,47,44,44,44,49,46,46,46,49,56,51,51,51,56,55,51,51,51,55,8,20.015495867768596
16558,19,28,379,57,67,150000,1,1,3,2,57.0,34.0,51.0,50.0,54.0,65.0,38,29,52,60,30,48,35,36,52,52,55,58,50,54,53,48,63,50,76,34,58,55,26,56,35,38,53,57,51,45,45,45,46,46,46,46,46,48,48,48,48,51,51,51,48,52,55,55,55,52,52,57,57,57,52,6,23.629489603024574
16559,21,7,570,57,67,150000,1,1,2,2,67.0,38.0,47.0,51.0,57.0,59.0,52,34,62,53,27,52,33,30,47,49,68,66,56,54,49,54,52,51,64,29,59,61,45,40,46,41,53,58,55,49,49,49,49,48,48,48,49,48,48,48,51,48,48,48,51,55,53,53,53,55,56,57,57,57,56,9,22.835009827725745
16560,19,13,356,57,67,160000,1,1,2,2,59.0,56.0,44.0,52.0,21.0,53.0,33,62,61,48,42,46,35,30,39,55,58,59,63,57,58,51,68,55,61,50,27,20,59,55,63,49,13,17,18,56,56,56,52,54,54,54,52,53,53,53,51,47,47,47,51,37,36,36,36,37,36,33,33,33,36,1,22.25690831309978
16561,21,25,579,57,67,170000,1,1,2,2,64.0,41.0,54.0,56.0,53.0,63.0,54,38,62,57,44,58,40,38,52,54,61,66,49,57,66,42,73,63,64,39,56,52,58,59,42,54,54,49,52,52,52,52,54,54,54,54,54,54,54,54,56,54,54,54,56,55,54,54,54,55,55,55,55,55,55,11,22.634676324128566
16562,21,27,487,57,67,170000,1,1,2,2,69.0,49.0,49.0,51.0,56.0,70.0,32,49,51,62,42,48,32,30,53,52,66,72,54,61,58,60,77,71,72,42,63,60,53,51,35,56,56,58,49,55,55,55,52,54,54,54,52,54,54,54,54,55,55,55,54,56,58,58,58,56,56,59,59,59,56,5,24.78425751739377
16563,20,103,340,57,67,170000,1,1,2,2,67.0,51.0,57.0,60.0,38.0,49.0,58,58,41,63,40,59,42,37,58,62,64,69,52,49,78,53,57,43,55,38,41,25,48,51,46,57,38,43,45,54,54,54,57,55,55,55,57,56,56,56,57,53,53,53,57,49,47,47,47,49,48,44,44,44,48,3,20.897959183673468
16564,20,59,100,57,67,170000,1,1,3,2,73.0,49.0,50.0,59.0,43.0,56.0,49,49,58,56,46,59,53,44,45,56,73,73,72,50,68,51,66,58,54,47,56,42,53,43,41,47,39,42,44,54,54,54,56,54,54,54,56,54,54,54,55,50,50,50,55,51,48,48,48,51,50,48,48,48,50,10,21.798202394816204
16565,22,81,91,57,67,150000,0,1,2,2,54.0,23.0,28.0,34.0,55.0,67.0,23,20,52,32,26,29,25,28,28,34,58,50,35,55,56,32,70,57,72,17,64,46,23,25,31,42,57,59,60,35,35,35,32,32,32,32,32,31,31,31,34,34,34,34,34,46,46,46,46,46,49,55,55,55,49,4,24.78425751739377
16566,20,55,402,57,67,170000,1,1,3,2,68.0,47.0,53.0,62.0,43.0,51.0,37,47,37,60,39,62,44,41,55,63,71,66,57,61,72,51,62,41,60,41,38,58,48,60,52,55,41,42,31,53,53,53,56,57,57,57,56,58,58,58,56,56,56,56,56,50,52,52,52,50,48,47,47,47,48,5,21.22280827689523
16567,19,28,260,57,67,150000,1,1,3,2,54.0,21.0,41.0,53.0,57.0,55.0,21,15,61,58,21,52,21,23,54,51,56,53,54,53,67,30,65,61,52,19,52,55,24,31,39,53,54,59,55,39,39,39,41,41,41,41,41,43,43,43,44,47,47,47,44,51,54,54,54,51,52,55,55,55,52,4,20.528921627822726
16568,21,34,324,57,67,170000,1,1,2,2,56.0,57.0,50.0,56.0,31.0,43.0,43,53,57,55,54,53,49,42,44,57,56,56,66,56,65,65,65,42,45,58,35,27,57,54,55,50,30,28,27,55,55,55,54,55,55,55,54,55,55,55,52,50,50,50,52,42,41,41,41,42,41,38,38,38,41,1,23.120623596247853
16570,21,54,311,57,67,170000,1,1,2,2,55.0,61.0,44.0,51.0,19.0,51.0,35,67,57,52,47,49,43,34,32,49,52,57,55,56,65,58,65,59,54,57,30,12,53,53,48,47,15,15,22,56,56,56,52,54,54,54,52,52,52,52,50,46,46,46,50,37,34,34,34,37,35,32,32,32,35,1,22.282592106468055
16571,20,7,253,57,67,160000,1,1,2,2,59.0,43.0,54.0,59.0,55.0,54.0,49,38,54,64,37,61,48,46,57,55,57,61,55,60,68,57,59,50,53,38,61,46,40,44,52,51,54,59,63,50,50,50,52,52,52,52,52,52,52,52,54,53,53,53,54,55,55,55,55,55,55,56,56,56,55,6,20.98765432098765
16572,20,7,596,57,67,170000,0,1,3,2,76.0,42.0,53.0,62.0,50.0,48.0,49,33,49,59,28,62,37,42,56,60,77,75,73,60,54,58,52,70,42,55,35,48,47,52,24,44,49,50,53,51,51,51,57,55,55,55,57,57,57,57,58,56,56,56,58,57,53,53,53,57,56,49,49,49,56,5,22.093170054286073
16573,20,7,484,57,67,150000,1,1,2,2,58.0,31.0,50.0,46.0,58.0,53.0,54,25,55,61,31,45,27,32,57,48,51,63,44,45,51,42,65,59,52,31,45,57,27,32,44,42,53,62,64,41,41,41,44,42,42,42,44,43,43,43,47,48,48,48,47,56,54,54,54,56,56,56,56,56,56,4,21.913805697589478
16574,23,10,371,57,66,160000,0,1,3,2,67.0,59.0,50.0,58.0,18.0,55.0,45,61,58,52,51,55,49,45,50,58,69,65,67,54,69,59,60,64,62,55,25,13,63,54,61,42,17,11,12,59,59,59,57,58,58,58,57,56,56,56,56,50,50,50,56,39,36,36,36,39,37,31,31,31,37,0,22.99262444384723
16575,23,9,629,57,66,150000,1,1,3,2,57.0,36.0,50.0,55.0,55.0,58.0,40,30,55,62,32,51,38,42,55,55,59,56,66,58,75,54,66,59,58,29,57,59,32,39,46,57,45,60,59,46,46,46,47,47,47,47,47,48,48,48,49,51,51,51,49,55,56,56,56,55,55,56,56,56,55,6,21.38593635289987
16576,23,7,230,57,66,160000,1,1,3,3,70.0,51.0,41.0,62.0,20.0,47.0,37,49,52,45,48,63,44,36,31,58,67,73,68,58,65,56,60,46,52,44,32,12,64,47,64,41,17,18,17,56,56,56,55,56,56,56,55,54,54,54,53,45,45,45,53,38,33,33,33,38,36,32,32,32,36,1,22.282592106468055
16577,21,21,682,57,66,160000,1,1,3,2,48.0,52.0,56.0,55.0,55.0,56.0,53,52,53,59,50,54,54,45,58,56,51,45,56,54,65,52,53,59,56,52,54,57,52,53,51,52,55,55,54,52,52,52,53,53,53,53,53,54,54,54,54,55,55,55,54,54,56,56,56,54,54,54,54,54,54,5,21.36686914318855
16578,22,66,559,57,66,160000,1,1,3,2,54.0,55.0,47.0,53.0,21.0,51.0,34,58,61,60,55,53,49,29,40,55,51,56,53,50,49,60,47,50,62,45,28,20,51,46,57,49,18,15,12,55,55,55,51,53,53,53,51,52,52,52,50,47,47,47,50,37,36,36,36,37,35,33,33,33,35,1,21.785875961973744
16579,23,32,445,57,66,160000,1,1,2,2,54.0,57.0,45.0,56.0,27.0,55.0,39,60,65,48,46,55,42,30,39,52,60,49,56,47,89,55,90,42,63,54,41,18,58,54,65,52,35,16,19,56,56,56,52,54,54,54,52,52,52,52,50,46,46,46,50,37,36,36,36,37,36,38,38,38,36,1,23.148148148148145
16580,22,66,681,57,66,160000,1,1,3,2,58.0,50.0,53.0,56.0,54.0,68.0,48,49,53,56,44,57,49,44,55,55,54,62,57,56,46,53,73,73,68,50,61,55,53,52,48,58,56,54,51,54,54,54,54,54,54,54,54,54,54,54,55,55,55,55,55,56,56,56,56,56,55,56,56,56,55,5,23.163373273470786
16581,23,63,116,57,66,140000,1,1,4,2,65.0,51.0,56.0,56.0,52.0,58.0,45,51,47,64,34,54,51,29,57,56,66,65,66,55,64,54,67,72,49,57,59,49,53,62,32,62,55,53,51,53,53,53,56,56,56,56,56,58,58,58,57,58,58,58,57,56,56,56,56,56,55,53,53,53,55,8,19.591836734693878
16582,22,14,650,57,66,160000,1,1,3,2,68.0,51.0,55.0,59.0,38.0,57.0,50,52,42,60,54,58,42,40,56,60,68,68,56,55,63,54,70,71,51,45,52,42,54,59,39,48,34,40,36,54,54,54,57,57,57,57,57,57,57,57,58,56,56,56,58,52,50,50,50,52,50,45,45,45,50,5,22.6421929718633
16584,22,9,617,57,66,140000,0,1,3,2,80.0,43.0,47.0,55.0,52.0,62.0,53,39,45,51,40,53,43,35,41,51,81,80,70,50,70,48,69,67,63,44,53,52,51,44,43,50,52,54,53,50,50,50,53,51,51,51,53,51,51,51,54,49,49,49,54,56,51,51,51,56,56,53,53,53,56,8,18.47652641303435
16585,22,15,603,57,66,160000,0,1,3,2,70.0,43.0,50.0,64.0,24.0,47.0,55,46,32,57,42,63,44,33,42,60,74,67,78,44,81,41,73,61,44,38,28,22,48,44,45,44,26,22,21,49,49,49,56,52,52,52,56,53,53,53,56,48,48,48,56,44,38,38,38,44,41,32,32,32,41,10,22.093170054286073
16589,21,13,695,57,66,140000,0,1,2,2,64.0,26.0,45.0,57.0,56.0,56.0,51,23,41,53,27,57,33,29,34,54,66,63,60,56,64,30,60,55,59,24,47,59,37,40,37,41,53,60,58,42,42,42,49,46,46,46,49,47,47,47,50,47,47,47,50,56,52,52,52,56,56,55,55,55,56,8,20.6758034026465
16590,20,13,356,57,66,160000,1,1,2,2,65.0,45.0,56.0,61.0,35.0,51.0,45,42,40,61,46,61,46,47,62,60,68,63,67,53,71,56,56,48,56,41,41,28,42,59,52,54,39,33,41,51,51,51,55,54,54,54,55,56,56,56,55,53,53,53,55,47,47,47,47,47,45,42,42,42,45,10,23.243801652892564
16591,20,13,539,57,66,160000,1,1,3,2,64.0,44.0,54.0,63.0,40.0,42.0,46,43,41,59,43,64,48,43,62,60,62,65,66,49,72,54,56,46,40,33,40,23,49,50,44,55,42,45,51,50,50,50,54,53,53,53,54,55,55,55,55,52,52,52,55,48,47,47,47,48,47,43,43,43,47,10,21.79944510503369
16592,21,56,604,57,66,150000,0,1,2,2,47.0,43.0,50.0,43.0,56.0,64.0,40,38,60,55,37,39,36,32,55,44,49,46,42,59,62,53,56,67,66,45,58,54,41,56,41,47,57,56,55,47,47,47,45,46,46,46,45,47,47,47,47,51,51,51,47,52,55,55,55,52,53,56,56,56,53,6,21.266540642722116
16593,23,55,466,57,66,150000,1,1,3,2,59.0,35.0,51.0,52.0,52.0,61.0,36,30,40,64,34,49,33,35,57,52,55,63,59,52,66,48,74,56,61,30,62,54,39,46,38,43,57,50,52,45,45,45,47,47,47,47,47,49,49,49,49,51,51,51,49,52,55,55,55,52,52,54,54,54,52,6,23.355636914530994
16594,20,11,49,57,66,160000,1,1,2,2,61.0,49.0,59.0,58.0,40.0,47.0,53,44,40,61,38,60,62,44,62,52,62,61,63,61,65,53,47,37,54,58,43,50,60,60,43,68,31,39,48,53,53,53,57,56,56,56,57,58,58,58,56,56,56,56,56,50,50,50,50,50,48,45,45,45,48,5,22.839506172839506
16595,20,55,608,57,66,160000,1,1,3,3,59.0,48.0,55.0,61.0,33.0,42.0,56,49,33,59,43,62,43,40,53,59,58,60,61,58,68,52,59,40,38,42,52,28,48,54,47,53,31,37,38,50,50,50,56,54,54,54,56,55,55,55,55,52,52,52,55,47,45,45,45,47,44,39,39,39,44,3,22.920971074380166
16598,22,7,669,57,66,160000,1,1,3,2,71.0,49.0,58.0,62.0,39.0,58.0,53,46,48,62,45,61,54,53,62,61,71,71,66,53,72,58,58,63,59,48,51,33,52,56,52,53,42,35,40,55,55,55,58,57,57,57,58,58,58,58,59,56,56,56,59,51,50,50,50,51,49,45,45,45,49,5,21.705129432793896
16599,22,85,270,57,66,150000,1,1,2,2,59.0,25.0,33.0,39.0,54.0,69.0,22,22,56,43,22,31,22,29,35,45,57,61,51,49,45,33,73,64,74,23,62,54,24,30,35,50,51,57,53,38,38,38,36,36,36,36,36,37,37,37,38,40,40,40,38,48,50,50,50,48,50,56,56,56,50,4,23.299799895836188
16601,23,25,623,57,66,160000,1,1,3,2,66.0,47.0,56.0,58.0,45.0,65.0,46,45,44,62,42,56,52,48,58,59,65,66,68,50,65,58,63,66,69,44,53,43,54,57,39,49,44,47,44,53,53,53,55,55,55,55,55,56,56,56,56,56,56,56,56,52,53,53,53,52,51,50,50,50,51,5,24.187046492878256
16602,22,56,385,57,66,160000,1,1,3,3,62.0,55.0,44.0,59.0,24.0,48.0,45,58,58,44,44,62,53,33,40,56,63,61,54,54,67,56,65,48,51,47,37,23,53,45,59,53,19,20,20,55,55,55,54,54,54,54,54,52,52,52,53,46,46,46,53,39,36,36,36,39,38,34,34,34,38,1,23.04002019946976
16604,22,9,670,57,65,150000,1,1,3,2,81.0,53.0,42.0,63.0,24.0,59.0,38,59,50,47,36,63,45,33,30,53,81,81,85,53,86,48,78,60,60,46,48,23,56,49,59,50,26,16,17,56,56,56,57,56,56,56,57,55,55,55,55,46,46,46,55,42,37,37,37,42,40,36,36,36,40,1,25.605536332179934
16606,22,9,583,57,65,150000,1,1,2,2,71.0,54.0,46.0,54.0,43.0,65.0,44,55,57,49,49,53,42,38,41,56,67,74,58,46,53,56,70,63,70,50,56,40,55,50,54,51,42,44,37,56,56,56,54,54,54,54,54,52,52,52,53,49,49,49,53,49,47,47,47,49,49,49,49,49,49,1,21.50294250792214
16607,19,9,111,57,65,130000,1,1,3,2,59.0,50.0,56.0,56.0,55.0,55.0,63,44,43,58,40,53,43,40,58,56,66,53,64,55,76,56,61,49,62,57,42,58,60,53,48,54,56,56,54,53,53,53,56,54,54,54,56,55,55,55,56,55,55,55,56,56,55,55,55,56,55,54,54,54,55,9,21.952479338842977
16608,22,23,555,57,65,150000,1,1,4,3,65.0,59.0,46.0,58.0,26.0,54.0,37,58,65,56,58,57,47,33,37,56,66,65,66,59,60,61,64,53,60,59,36,13,54,49,61,51,21,29,23,58,58,58,55,57,57,57,55,55,55,55,54,49,49,49,54,41,38,38,38,41,40,38,38,38,40,7,21.434609346697258
16609,22,63,64,57,65,150000,1,1,4,2,66.0,43.0,56.0,54.0,45.0,63.0,46,40,40,62,44,50,45,43,58,56,67,65,63,55,65,49,59,66,70,38,44,40,55,60,44,60,45,51,41,51,51,51,53,53,53,53,53,55,55,55,55,55,55,55,55,52,53,53,53,52,51,49,49,49,51,5,23.148148148148145
16610,20,85,211,57,65,160000,1,1,3,2,60.0,56.0,38.0,49.0,23.0,62.0,31,63,54,46,38,45,26,25,24,52,62,59,61,45,55,56,63,62,70,45,44,20,63,49,51,42,22,15,27,55,55,55,50,53,53,53,50,50,50,50,49,43,43,43,49,38,35,35,35,38,37,36,36,36,37,1,24.8109640831758
16611,21,9,668,57,65,140000,0,1,2,2,76.0,34.0,44.0,50.0,54.0,66.0,41,32,51,52,31,46,34,37,47,48,77,75,63,56,64,42,79,71,67,27,56,53,39,37,46,48,54,56,54,46,46,46,48,46,46,46,48,46,46,46,50,47,47,47,50,55,53,53,53,55,56,56,56,56,56,8,23.24598478444632
16612,23,9,531,57,65,150000,1,1,2,2,65.0,46.0,53.0,60.0,48.0,42.0,39,46,36,60,39,59,41,36,58,60,66,65,63,58,56,47,52,34,47,48,39,54,53,57,41,59,48,50,46,51,51,51,55,55,55,55,55,57,57,57,55,55,55,55,55,51,52,52,52,51,50,49,49,49,50,5,22.20408163265306
16614,23,17,536,57,65,150000,1,1,3,2,66.0,43.0,51.0,62.0,54.0,59.0,39,30,45,54,33,61,50,35,57,60,67,66,65,60,82,63,62,63,56,56,61,54,44,57,40,53,52,58,55,50,50,50,53,54,54,54,53,55,55,55,54,56,56,56,54,55,56,56,56,55,55,55,55,55,55,5,21.551020408163264
16615,22,17,434,57,65,140000,1,1,3,2,68.0,47.0,52.0,59.0,55.0,55.0,41,40,46,60,41,60,37,43,58,54,65,70,62,56,76,64,61,61,49,46,61,53,55,50,47,52,59,55,55,53,53,53,54,55,55,55,54,55,55,55,55,55,55,55,55,55,56,56,56,55,55,54,54,54,55,6,22.20408163265306
16616,22,42,593,57,65,140000,1,1,3,2,62.0,26.0,41.0,35.0,54.0,68.0,40,20,53,52,26,26,30,23,39,41,62,62,42,51,57,40,68,65,71,21,65,52,32,33,35,38,53,56,53,39,39,39,38,38,38,38,38,38,38,38,41,42,42,42,41,51,51,51,51,51,53,56,56,56,53,4,22.498173849525198
16617,22,63,127,57,65,140000,1,1,2,2,65.0,37.0,48.0,48.0,56.0,67.0,37,31,41,51,33,45,32,36,50,43,69,62,67,52,69,50,62,65,68,35,69,58,50,60,42,58,56,61,56,46,46,46,47,47,47,47,47,49,49,49,49,51,51,51,49,53,55,55,55,53,54,57,57,57,54,6,21.604938271604937
16618,22,57,574,57,65,150000,1,1,3,2,73.0,54.0,40.0,55.0,25.0,66.0,38,56,64,42,48,54,49,25,29,52,72,73,66,44,65,58,69,60,72,47,56,17,54,47,58,48,22,21,19,56,56,56,52,53,53,53,52,50,50,50,51,43,43,43,51,39,36,36,36,39,38,38,38,38,38,1,21.913805697589478
16619,22,56,238,57,65,150000,1,1,3,2,68.0,55.0,52.0,58.0,37.0,62.0,52,51,53,56,53,59,45,47,47,54,68,68,64,56,62,65,61,54,70,57,51,41,53,50,47,55,30,40,27,57,57,57,56,56,56,56,56,55,55,55,55,52,52,52,55,48,47,47,47,48,46,45,45,45,46,10,24.772096710265558
16620,24,9,669,57,64,140000,1,1,3,2,66.0,50.0,56.0,58.0,51.0,62.0,50,44,52,61,48,58,52,46,56,58,65,66,62,54,58,63,49,62,65,52,56,50,49,56,41,52,51,52,50,54,54,54,55,55,55,55,55,56,56,56,56,56,56,56,56,55,55,55,55,55,54,53,53,53,54,5,21.0372534696859
16622,24,9,531,57,64,140000,1,1,2,2,47.0,47.0,51.0,59.0,46.0,49.0,35,46,51,61,35,58,38,30,55,57,44,49,65,58,60,47,70,63,47,49,33,49,53,53,57,43,44,48,38,51,51,51,52,53,53,53,52,55,55,55,53,55,55,55,53,49,51,51,51,49,48,47,47,47,48,5,25.46938775510204
16623,22,9,679,57,64,130000,1,1,2,2,62.0,50.0,53.0,55.0,53.0,66.0,54,47,32,56,45,55,36,48,53,57,57,66,54,43,63,54,62,66,66,59,66,57,31,54,44,56,50,59,56,48,48,48,52,50,50,50,52,52,52,52,53,53,53,53,53,56,56,56,56,56,55,54,54,54,55,6,23.198315069747565
16624,22,56,475,57,64,140000,1,1,3,2,84.0,43.0,54.0,63.0,44.0,58.0,53,40,37,61,32,62,44,23,53,63,82,85,62,60,76,56,48,70,60,37,41,41,46,52,44,52,39,54,41,53,53,53,58,56,56,56,58,57,57,57,60,55,55,55,60,56,52,52,52,56,55,48,48,48,55,5,21.79944510503369
16625,23,103,493,57,64,130000,0,1,2,2,84.0,24.0,47.0,42.0,54.0,56.0,62,22,49,50,28,30,30,29,45,41,83,84,85,49,76,25,46,54,58,23,54,51,33,37,36,46,57,53,54,39,39,39,45,40,40,40,45,42,42,42,47,42,42,42,47,54,50,50,50,54,56,53,53,53,56,8,20.808561236623067
16626,21,9,644,57,64,130000,1,1,3,3,71.0,47.0,53.0,59.0,52.0,60.0,40,50,42,62,41,56,47,35,59,56,70,72,80,58,73,52,55,68,61,36,50,54,50,52,49,52,52,54,47,53,53,53,55,55,55,55,55,56,56,56,56,56,56,56,56,55,56,56,56,55,55,53,53,53,55,6,22.024322512687924
16627,24,63,151,57,64,150000,1,1,3,2,71.0,53.0,46.0,59.0,25.0,53.0,56,57,65,41,45,64,38,34,29,42,72,71,79,59,69,47,73,58,57,49,34,13,59,64,65,43,30,16,20,56,56,56,57,56,56,56,57,54,54,54,55,45,45,45,55,41,34,34,34,41,39,35,35,35,39,1,21.604938271604937
16628,21,66,682,57,64,130000,0,1,2,2,61.0,41.0,49.0,56.0,55.0,56.0,54,41,55,54,32,55,46,40,50,53,63,60,66,54,63,43,63,60,56,38,51,54,48,36,47,37,52,59,57,49,49,49,51,49,49,49,51,49,49,49,52,50,50,50,52,55,53,53,53,55,56,55,55,55,56,8,20.830703194041156
16629,23,63,153,57,64,140000,1,1,3,2,63.0,51.0,58.0,58.0,55.0,58.0,58,42,56,57,56,55,65,48,64,52,62,63,80,55,82,66,88,58,55,53,58,56,52,56,56,55,65,48,47,53,53,53,55,54,54,54,55,55,55,55,55,55,55,55,55,55,56,56,56,55,55,55,55,55,55,5,21.971335857220122
16631,22,13,607,57,64,130000,1,1,3,2,62.0,28.0,44.0,52.0,55.0,57.0,53,29,46,53,30,51,28,29,34,49,63,62,61,49,73,25,59,58,57,22,55,51,42,32,38,38,51,64,61,42,42,42,47,44,44,44,47,44,44,44,48,45,45,45,48,55,51,51,51,55,55,54,54,54,55,9,23.243801652892564
16632,22,59,223,57,64,130000,1,1,3,2,66.0,46.0,51.0,57.0,54.0,58.0,51,44,41,56,36,55,30,38,55,62,65,67,50,52,63,49,61,54,59,53,58,59,47,46,36,38,55,55,54,51,51,51,54,53,53,53,54,53,53,53,54,54,54,54,54,56,56,56,56,56,56,55,55,55,56,8,23.76543209876543
16633,21,7,647,57,64,140000,0,1,3,3,69.0,47.0,54.0,67.0,40.0,46.0,41,46,43,62,40,68,45,38,54,64,67,71,72,56,71,53,53,45,48,43,41,43,52,58,46,53,39,39,36,54,54,54,58,58,58,58,58,59,59,59,58,55,55,55,58,49,49,49,49,49,48,44,44,44,48,5,22.34351559258195
16634,24,15,645,57,64,130000,1,1,3,2,55.0,22.0,37.0,39.0,56.0,64.0,25,19,52,50,11,36,26,20,46,41,53,56,40,60,40,36,34,58,73,15,57,50,18,28,35,48,58,60,58,37,37,37,36,36,36,36,36,37,37,37,39,42,42,42,39,50,52,52,52,50,52,56,56,56,52,4,21.038790269559502
16635,22,27,354,57,64,150000,1,1,3,2,79.0,49.0,49.0,61.0,29.0,62.0,51,52,32,55,46,63,35,32,46,55,80,78,77,44,62,55,61,70,68,38,35,30,52,48,49,46,20,35,29,53,53,53,57,55,55,55,57,54,54,54,57,50,50,50,57,47,43,43,43,47,45,38,38,38,45,2,21.97735111870822
16636,21,55,515,57,64,150000,1,1,3,2,75.0,47.0,53.0,57.0,27.0,49.0,58,49,40,57,41,54,43,34,42,58,77,74,69,36,68,52,48,48,59,37,27,24,52,58,46,47,27,26,26,51,51,51,56,53,53,53,56,54,54,54,55,48,48,48,55,44,39,39,39,44,42,35,35,35,42,10,21.534908398614277
16637,22,54,311,57,64,130000,1,1,2,2,57.0,28.0,33.0,34.0,61.0,54.0,35,22,56,36,30,26,34,33,28,36,56,57,43,48,66,39,68,57,52,27,50,51,32,29,40,47,58,69,67,37,37,37,35,35,35,35,35,34,34,34,36,37,37,37,36,49,47,47,47,49,53,56,56,56,53,4,22.530864197530864
16638,22,34,294,57,64,140000,1,1,2,2,62.0,42.0,56.0,55.0,49.0,56.0,44,33,52,67,39,51,44,40,69,56,63,62,57,59,71,59,59,55,53,42,62,48,51,45,48,49,47,48,57,51,51,51,52,52,52,52,52,54,54,54,54,55,55,55,54,54,55,55,55,54,54,53,53,53,54,5,23.889462809917354
16639,25,9,680,57,63,130000,1,1,2,2,65.0,24.0,32.0,32.0,56.0,65.0,29,19,57,34,25,25,25,29,26,33,63,67,46,57,44,34,74,59,75,22,46,57,30,37,37,44,55,58,54,38,38,38,35,35,35,35,35,34,34,34,37,37,37,37,37,48,47,47,47,48,51,56,56,56,51,4,23.545706371191137
16640,23,63,121,57,63,140000,0,1,3,2,83.0,41.0,46.0,59.0,47.0,64.0,52,48,43,52,34,57,26,34,55,53,83,83,74,51,87,32,76,64,69,33,48,48,54,31,33,39,43,50,48,51,51,51,55,52,52,52,55,51,51,51,56,49,49,49,56,54,50,50,50,54,54,51,51,51,54,10,20.571428571428573
16642,23,63,38,57,63,140000,1,1,3,2,66.0,47.0,50.0,63.0,33.0,52.0,49,47,37,56,45,66,39,42,41,63,69,64,59,39,74,50,70,54,56,40,36,21,55,51,56,49,43,31,31,52,52,52,56,55,55,55,56,55,55,55,56,49,49,49,56,45,42,42,42,45,43,39,39,39,43,10,22.59814049586777
16643,23,128,183,57,63,140000,1,1,3,2,44.0,55.0,52.0,62.0,49.0,58.0,43,52,48,59,40,65,45,40,57,58,58,33,66,59,60,69,49,62,56,55,59,44,52,52,47,53,54,50,42,55,55,55,55,56,56,56,55,56,56,56,55,56,56,56,55,51,54,54,54,51,49,50,50,50,49,5,19.86851716581446
16644,23,54,222,57,63,130000,0,1,2,2,71.0,35.0,42.0,56.0,56.0,63.0,54,36,48,42,35,54,37,41,30,52,72,71,74,52,65,35,62,62,65,29,57,57,46,42,48,40,55,58,55,47,47,47,51,48,48,48,51,47,47,47,51,45,45,45,51,55,51,51,51,55,56,55,55,55,56,8,22.530864197530864
16645,21,85,217,57,63,140000,1,1,2,2,59.0,42.0,55.0,60.0,42.0,56.0,46,41,47,63,39,60,39,39,54,62,58,60,58,49,69,47,61,67,49,39,60,43,54,58,36,59,30,50,45,50,50,50,54,54,54,54,54,56,56,56,56,56,56,56,56,51,52,52,52,51,50,47,47,47,50,5,19.78969754253308
16647,22,28,437,57,63,130000,1,1,3,2,58.0,23.0,27.0,29.0,58.0,62.0,20,19,54,28,29,20,22,20,27,34,54,62,34,46,57,34,77,59,69,17,45,60,23,34,30,39,56,58,61,34,34,34,30,31,31,31,30,30,30,30,32,34,34,34,32,46,46,46,46,46,50,55,55,55,50,4,24.724520008546747
16648,22,25,537,57,63,140000,1,1,3,2,68.0,56.0,55.0,59.0,36.0,51.0,45,58,43,62,40,59,48,43,60,57,69,67,63,54,69,56,65,53,57,53,30,38,55,55,59,58,22,42,45,56,56,56,57,57,57,57,57,58,58,58,57,55,55,55,57,49,47,47,47,49,48,43,43,43,48,1,21.91358024691358
16649,23,56,273,57,63,130000,1,1,3,2,66.0,30.0,48.0,56.0,53.0,62.0,56,31,29,58,24,58,40,41,39,50,68,65,64,51,59,27,54,68,65,29,51,46,39,33,30,41,56,63,55,42,42,42,50,46,46,46,50,47,47,47,52,48,48,48,52,56,52,52,52,56,55,53,53,53,55,9,23.38868655818771
16650,22,15,618,57,63,130000,1,1,4,2,54.0,38.0,43.0,39.0,60.0,72.0,49,34,61,49,22,36,38,37,40,39,43,63,46,54,40,52,56,68,81,36,57,57,38,32,39,40,59,63,58,45,45,45,42,41,41,41,42,40,40,40,44,44,44,44,44,54,53,53,53,54,55,60,60,60,55,9,22.991689750692522
